Item #	Pic File	Name	Value	Equip Stat	Skill Group	Mod1	Mod2	material	ID/Rep/St	Not identified name	Sprite Index	VarA	VarB	Equip X	Equip Y	Random Item Generation By Treasure Level 1 - 6						Notes		
254	item163	Divine Power	750	Bottle	Misc	0	0	1	0	White Potion	58	0	0	0	0	0	0	0	2	1	0	Restores five times the potion's strength of spell points.  To drink, pick the potion up and right-click over a character's portrait.  To mix, pick the potion up and right-click over another potion.		
255	item163	Luck Boost	750	Bottle	Misc	0	0	1	0	White Potion	58	0	0	0	0	0	0	0	2	1	0	Increases temporary Luck by three times the strength of the potion for 30 minutes per point of strength of the potion.  To drink, pick the potion up and right-click over a character's portrait.  To mix, pick the potion up and right-click over another potion.		
256	item163	Fire Resistance	750	Bottle	Misc	0	0	1	0	White Potion	58	0	0	0	0	0	0	0	2	1	0	Increases temporary Fire resistance by three times the strength of the potion for 30 minutes per point of strength of the potion.  To drink, pick the potion up and right-click over a character's portrait.  To mix, pick the potion up and right-click over another potion.		
257	item163	Air Resistance	750	Bottle	Misc	0	0	1	0	White Potion	58	0	0	0	0	0	0	0	2	1	0	Increases temporary Air resistance by three times the strength of the potion for 30 minutes per point of strength of the potion.  To drink, pick the potion up and right-click over a character's portrait.  To mix, pick the potion up and right-click over another potion.		
258	item163	Water Resistance	750	Bottle	Misc	0	0	1	0	White Potion	58	0	0	0	0	0	0	0	2	1	0	Increases temporary Water resistance by three times the strength of the potion for 30 minutes per point of strength of the potion.  To drink, pick the potion up and right-click over a character's portrait.  To mix, pick the potion up and right-click over another potion.		
259	item163	Earth Resistance	750	Bottle	Misc	0	0	1	0	White Potion	58	0	0	0	0	0	0	0	2	1	0	Increases temporary Earth resistance by three times the strength of the potion for 30 minutes per point of strength of the potion.  To drink, pick the potion up and right-click over a character's portrait.  To mix, pick the potion up and right-click over another potion.		
260	item163	Mind Resistance	750	Bottle	Misc	0	0	1	0	White Potion	58	0	0	0	0	0	0	0	2	1	0	Increases temporary Mind resistance by three times the strength of the potion for 30 minutes per point of strength of the potion.  To drink, pick the potion up and right-click over a character's portrait.  To mix, pick the potion up and right-click over another potion.		
261	item163	Body Resistance	750	Bottle	Misc	0	0	1	0	White Potion	58	0	0	0	0	0	0	0	2	1	0	Increases temporary Body resistance by three times the strength of the potion for 30 minutes per point of strength of the potion.  To drink, pick the potion up and right-click over a character's portrait.  To mix, pick the potion up and right-click over another potion.		
262	item165	Stone to Flesh	2000	Bottle	Misc	0	0	1	0	Black Potion	60	0	0	0	0	0	0	0	0	2	1	Cures Stoned.  To drink, pick the potion up and right-click over a character's portrait.  To mix, pick the potion up and right-click over another potion.		
263	item165	Slaying Potion	2000	Bottle	Misc	0	0	1	0	Black Potion	60	0	0	0	0	0	0	0	0	2	1	Adds 'of dragon slaying' to a non-magic weapon.  To use, pick the potion up and right-click over a non-magic weapon.  To mix, pick the potion up and right-click over another potion.		
264	item165	Pure Luck	2000	Bottle	Misc	0	0	1	0	Black Potion	60	0	0	0	0	0	0	0	0	2	1	Adds 50 to permanent Luck.  To drink, pick the potion up and right-click over a character's portrait.  To mix, pick the potion up and right-click over another potion.		
265	item165	Pure Speed	2000	Bottle	Misc	0	0	1	0	Black Potion	60	0	0	0	0	0	0	0	0	2	1	Adds 50 to permanent Speed.  To drink, pick the potion up and right-click over a character's portrait.  To mix, pick the potion up and right-click over another potion.		
266	item165	Pure Intellect	2000	Bottle	Misc	0	0	1	0	Black Potion	60	0	0	0	0	0	0	0	0	2	1	Adds 50 to permanent Intellect.  To drink, pick the potion up and right-click over a character's portrait.  To mix, pick the potion up and right-click over another potion.		
267	item165	Pure Endurance	2000	Bottle	Misc	0	0	1	0	Black Potion	60	0	0	0	0	0	0	0	0	2	1	Adds 50 to permanent Endurance.  To drink, pick the potion up and right-click over a character's portrait.  To mix, pick the potion up and right-click over another potion.		
268	item165	Pure Personality	2000	Bottle	Misc	0	0	1	0	Black Potion	60	0	0	0	0	0	0	0	0	2	1	Adds 50 to permanent Personality.  To drink, pick the potion up and right-click over a character's portrait.  To mix, pick the potion up and right-click over another potion.		
269	item165	Pure Accuracy	2000	Bottle	Misc	0	0	1	0	Black Potion	60	0	0	0	0	0	0	0	0	2	1	Adds 50 to permanent Accuracy.  To drink, pick the potion up and right-click over a character's portrait.  To mix, pick the potion up and right-click over another potion.		
270	item165	Pure Might	2000	Bottle	Misc	0	0	1	0	Black Potion	60	0	0	0	0	0	0	0	0	2	1	Adds 50 to permanent Might.  To drink, pick the potion up and right-click over a character's portrait.  To mix, pick the potion up and right-click over another potion.		
271	item165	Rejuvenation	2000	Bottle	Misc	0	0	1	0	Black Potion	60	0	0	0	0	0	0	0	0	2	1	Removes all unnatural aging.  To drink, pick the potion up and right-click over a character's portrait.  To mix, pick the potion up and right-click over another potion.		
272	item165	Beauty Creme	0	Bottle	Misc	0	0	1	0	Beauty Creme	60	0	0	0	0	0	0	0	0	0	0	This muddy, snake-oil substance is reported to enhance the beauty of the user.  Apply topically for seven days to receive optimal results.		
273	item165	Plague Elixir	0	Bottle	Misc	0	0	1	0	Plague Elixir	60	0	0	0	0	0	0	0	0	0	0	Enhanced mixture that cures the plague.		
274	null	_potion/reagent274	0	0	0	0	0	0	0	_potion/reagent274	0	0	0	0	0	0	0	0	0	0	0	Description here.		
275	null	_potion/reagent275	0	0	0	0	0	0	0	_potion/reagent275	0	0	0	0	0	0	0	0	0	0	0	Description here.		
276	null	_potion/reagent276	0	0	0	0	0	0	0	_potion/reagent276	0	0	0	0	0	0	0	0	0	0	0	Description here.		
277	null	_potion/reagent277	0	0	0	0	0	0	0	_potion/reagent277	0	0	0	0	0	0	0	0	0	0	0	Description here.		
278	null	_potion/reagent278	0	0	0	0	0	0	0	_potion/reagent278	0	0	0	0	0	0	0	0	0	0	0	Description here.		
279	null	_potion/reagent279	0	0	0	0	0	0	0	_potion/reagent279	0	0	0	0	0	0	0	0	0	0	0	Description here.		
280	null	_potion/reagent280	0	0	0	0	0	0	0	_potion/reagent280	0	0	0	0	0	0	0	0	0	0	0	Description here.		
281	null	_potion/reagent281	0	0	0	0	0	0	0	_potion/reagent281	0	0	0	0	0	0	0	0	0	0	0	Description here.		
282	null	_potion/reagent282	0	0	0	0	0	0	0	_potion/reagent282	0	0	0	0	0	0	0	0	0	0	0	Description here.		
283	null	_potion/reagent283	0	0	0	0	0	0	0	_potion/reagent283	0	0	0	0	0	0	0	0	0	0	0	Description here.		
284	null	_potion/reagent284	0	0	0	0	0	0	0	_potion/reagent284	0	0	0	0	0	0	0	0	0	0	0	Description here.		
285	null	_potion/reagent285	0	0	0	0	0	0	0	_potion/reagent285	0	0	0	0	0	0	0	0	0	0	0	Description here.		
286	null	_potion/reagent286	0	0	0	0	0	0	0	_potion/reagent286	0	0	0	0	0	0	0	0	0	0	0	Description here.		
287	null	_potion/reagent287	0	0	0	0	0	0	0	_potion/reagent287	0	0	0	0	0	0	0	0	0	0	0	Description here.		
288	null	_potion/reagent288	0	0	0	0	0	0	0	_potion/reagent288	0	0	0	0	0	0	0	0	0	0	0	Description here.		
289	null	_potion/reagent289	0	0	0	0	0	0	0	_potion/reagent289	0	0	0	0	0	0	0	0	0	0	0	Description here.		
290	null	_potion/reagent290	0	0	0	0	0	0	0	_potion/reagent290	0	0	0	0	0	0	0	0	0	0	0	Description here.		
291	null	_potion/reagent291	0	0	0	0	0	0	0	_potion/reagent291	0	0	0	0	0	0	0	0	0	0	0	Description here.		
292	null	_potion/reagent292	0	0	0	0	0	0	0	_potion/reagent292	0	0	0	0	0	0	0	0	0	0	0	Description here.		
293	null	_potion/reagent293	0	0	0	0	0	0	0	_potion/reagent293	0	0	0	0	0	0	0	0	0	0	0	Description here.		
294	null	_potion/reagent294	0	0	0	0	0	0	0	_potion/reagent294	0	0	0	0	0	0	0	0	0	0	0	Description here.		
295	null	_potion/reagent295	0	0	0	0	0	0	0	_potion/reagent295	0	0	0	0	0	0	0	0	0	0	0	Description here.		
296	null	_potion/reagent296	0	0	0	0	0	0	0	_potion/reagent296	0	0	0	0	0	0	0	0	0	0	0	Description here.		
297	null	_potion/reagent297	0	0	0	0	0	0	0	_potion/reagent297	0	0	0	0	0	0	0	0	0	0	0	Description here.		
298	null	_potion/reagent298	0	0	0	0	0	0	0	_potion/reagent298	0	0	0	0	0	0	0	0	0	0	0	Description here.		
299	null	_potion/reagent299	0	0	0	0	0	0	0	_potion/reagent299	0	0	0	0	0	0	0	0	0	0	0	Description here.		
300	item184	Torch Light	10	Sscroll	Misc	S1	1	2	1	Spell Scroll	77	0	0	0	0	2	2	0	0	0	0	A spell scroll.  To cast this spell, pick the scroll up and left-click over the picture of your character in the inventory screen.		
301	item184	Fire Bolt	20	Sscroll	Misc	S2	1	2	1	Spell Scroll	77	0	0	0	0	2	2	0	0	0	0	A spell scroll.  To cast this spell, pick the scroll up and left-click over the picture of your character in the inventory screen.		
302	item184	Fire Resistance	30	Sscroll	Misc	S3	1	2	1	Spell Scroll	77	0	0	0	0	2	2	0	0	0	0	A spell scroll.  To cast this spell, pick the scroll up and left-click over the picture of your character in the inventory screen.		
303	item184	Fire Aura	40	Sscroll	Misc	S4	1	2	1	Spell Scroll	77	0	0	0	0	2	2	0	0	0	0	A spell scroll.  To cast this spell, pick the scroll up and left-click over the picture of your character in the inventory screen.		
304	item185	Haste	50	Sscroll	Misc	S5	1	2	2	Spell Scroll	77	0	0	0	0	0	2	2	0	0	0	A spell scroll.  To cast this spell, pick the scroll up and left-click over the picture of your character in the inventory screen.		
305	item185	Fireball	75	Sscroll	Misc	S6	1	2	2	Spell Scroll	77	0	0	0	0	0	2	2	0	0	0	A spell scroll.  To cast this spell, pick the scroll up and left-click over the picture of your character in the inventory screen.		
306	item185	Fire Spike	100	Sscroll	Misc	S7	1	2	2	Spell Scroll	77	0	0	0	0	0	2	2	0	0	0	A spell scroll.  To cast this spell, pick the scroll up and left-click over the picture of your character in the inventory screen.		
307	item186	Immolation	150	Sscroll	Misc	S8	1	2	5	Spell Scroll	77	0	0	0	0	0	0	2	1	0	0	A spell scroll.  To cast this spell, pick the scroll up and left-click over the picture of your character in the inventory screen.		
308	item186	Meteor Shower	200	Sscroll	Misc	S9	1	2	5	Spell Scroll	77	0	0	0	0	0	0	2	1	0	0	A spell scroll.  To cast this spell, pick the scroll up and left-click over the picture of your character in the inventory screen.		
309	item186	Inferno	300	Sscroll	Misc	S10	1	2	5	Spell Scroll	77	0	0	0	0	0	0	2	1	0	0	A spell scroll.  To cast this spell, pick the scroll up and left-click over the picture of your character in the inventory screen.		
310	item183	Incinerate	500	Sscroll	Misc	S11	1	2	10	Spell Scroll	77	0	0	0	0	0	0	0	1	1	0	A spell scroll.  To cast this spell, pick the scroll up and left-click over the picture of your character in the inventory screen.		
311	item184	Wizard Eye	10	Sscroll	Misc	S12	1	2	1	Spell Scroll	77	0	0	0	0	2	2	0	0	0	0	A spell scroll.  To cast this spell, pick the scroll up and left-click over the picture of your character in the inventory screen.		
312	item184	Feather Fall	20	Sscroll	Misc	S13	1	2	1	Spell Scroll	77	0	0	0	0	2	2	0	0	0	0	A spell scroll.  To cast this spell, pick the scroll up and left-click over the picture of your character in the inventory screen.		
313	item184	Air Resistance	30	Sscroll	Misc	S14	1	2	1	Spell Scroll	77	0	0	0	0	2	2	0	0	0	0	A spell scroll.  To cast this spell, pick the scroll up and left-click over the picture of your character in the inventory screen.		
314	item184	Sparks	40	Sscroll	Misc	S15	1	2	1	Spell Scroll	77	0	0	0	0	2	2	0	0	0	0	A spell scroll.  To cast this spell, pick the scroll up and left-click over the picture of your character in the inventory screen.		
315	item185	Jump	50	Sscroll	Misc	S16	1	2	2	Spell Scroll	77	0	0	0	0	0	2	2	0	0	0	A spell scroll.  To cast this spell, pick the scroll up and left-click over the picture of your character in the inventory screen.		
316	item185	Shield	75	Sscroll	Misc	S17	1	2	2	Spell Scroll	77	0	0	0	0	0	2	2	0	0	0	A spell scroll.  To cast this spell, pick the scroll up and left-click over the picture of your character in the inventory screen.		
317	item185	Lightning Bolt	100	Sscroll	Misc	S18	1	2	2	Spell Scroll	77	0	0	0	0	0	2	2	0	0	0	A spell scroll.  To cast this spell, pick the scroll up and left-click over the picture of your character in the inventory screen.		
318	item186	Invisibility	150	Sscroll	Misc	S19	1	2	5	Spell Scroll	77	0	0	0	0	0	0	2	1	0	0	A spell scroll.  To cast this spell, pick the scroll up and left-click over the picture of your character in the inventory screen.		
319	item186	Implosion	200	Sscroll	Misc	S20	1	2	5	Spell Scroll	77	0	0	0	0	0	0	2	1	0	0	A spell scroll.  To cast this spell, pick the scroll up and left-click over the picture of your character in the inventory screen.		
320	item186	Fly	300	Sscroll	Misc	S21	1	2	5	Spell Scroll	77	0	0	0	0	0	0	2	1	0	0	A spell scroll.  To cast this spell, pick the scroll up and left-click over the picture of your character in the inventory screen.		
321	item183	Starburst	500	Sscroll	Misc	S22	1	2	10	Spell Scroll	77	0	0	0	0	0	0	0	1	1	0	A spell scroll.  To cast this spell, pick the scroll up and left-click over the picture of your character in the inventory screen.		
322	item184	Awaken	10	Sscroll	Misc	S23	1	2	1	Spell Scroll	77	0	0	0	0	2	2	0	0	0	0	A spell scroll.  To cast this spell, pick the scroll up and left-click over the picture of your character in the inventory screen.		
323	item184	Poison Spray	20	Sscroll	Misc	S24	1	2	1	Spell Scroll	77	0	0	0	0	2	2	0	0	0	0	A spell scroll.  To cast this spell, pick the scroll up and left-click over the picture of your character in the inventory screen.		
324	item184	Water Resistance	30	Sscroll	Misc	S25	1	2	1	Spell Scroll	77	0	0	0	0	2	2	0	0	0	0	A spell scroll.  To cast this spell, pick the scroll up and left-click over the picture of your character in the inventory screen.		
325	item184	Ice Bolt	40	Sscroll	Misc	S26	1	2	1	Spell Scroll	77	0	0	0	0	2	2	0	0	0	0	A spell scroll.  To cast this spell, pick the scroll up and left-click over the picture of your character in the inventory screen.		
326	item185	Water Walk	50	Sscroll	Misc	S27	1	2	2	Spell Scroll	77	0	0	0	0	0	2	2	0	0	0	A spell scroll.  To cast this spell, pick the scroll up and left-click over the picture of your character in the inventory screen.		
327	item185	Recharge Item	75	Sscroll	Misc	S28	1	2	2	Spell Scroll	77	0	0	0	0	0	2	2	0	0	0	A spell scroll.  To cast this spell, pick the scroll up and left-click over the picture of your character in the inventory screen.		
328	item185	Acid Burst	100	Sscroll	Misc	S29	1	2	2	Spell Scroll	77	0	0	0	0	0	2	2	0	0	0	A spell scroll.  To cast this spell, pick the scroll up and left-click over the picture of your character in the inventory screen.		
329	item186	Enchant Item	150	Sscroll	Misc	S30	1	2	5	Spell Scroll	77	0	0	0	0	0	0	2	1	0	0	A spell scroll.  To cast this spell, pick the scroll up and left-click over the picture of your character in the inventory screen.		
330	item186	Town Portal	200	Sscroll	Misc	S31	1	2	5	Spell Scroll	77	0	0	0	0	0	0	2	1	0	0	A spell scroll.  To cast this spell, pick the scroll up and left-click over the picture of your character in the inventory screen.		
331	item186	Ice Blast	300	Sscroll	Misc	S32	1	2	5	Spell Scroll	77	0	0	0	0	0	0	2	1	0	0	A spell scroll.  To cast this spell, pick the scroll up and left-click over the picture of your character in the inventory screen.		
332	item183	Lloyd's Beacon	500	Sscroll	Misc	S33	1	2	10	Spell Scroll	77	0	0	0	0	0	0	0	1	1	0	A spell scroll.  To cast this spell, pick the scroll up and left-click over the picture of your character in the inventory screen.		
333	item184	Stun	10	Sscroll	Misc	S34	1	2	1	Spell Scroll	77	0	0	0	0	2	2	0	0	0	0	A spell scroll.  To cast this spell, pick the scroll up and left-click over the picture of your character in the inventory screen.		
334	item184	Slow	20	Sscroll	Misc	S35	1	2	1	Spell Scroll	77	0	0	0	0	2	2	0	0	0	0	A spell scroll.  To cast this spell, pick the scroll up and left-click over the picture of your character in the inventory screen.		
335	item184	Earth Resistance	30	Sscroll	Misc	S36	1	2	1	Spell Scroll	77	0	0	0	0	2	2	0	0	0	0	A spell scroll.  To cast this spell, pick the scroll up and left-click over the picture of your character in the inventory screen.		
336	item184	Deadly Swarm	40	Sscroll	Misc	S37	1	2	1	Spell Scroll	77	0	0	0	0	2	2	0	0	0	0	A spell scroll.  To cast this spell, pick the scroll up and left-click over the picture of your character in the inventory screen.		
337	item185	Stone Skin	50	Sscroll	Misc	S38	1	2	2	Spell Scroll	77	0	0	0	0	0	2	2	0	0	0	A spell scroll.  To cast this spell, pick the scroll up and left-click over the picture of your character in the inventory screen.		
338	item185	Blades	75	Sscroll	Misc	S39	1	2	2	Spell Scroll	77	0	0	0	0	0	2	2	0	0	0	A spell scroll.  To cast this spell, pick the scroll up and left-click over the picture of your character in the inventory screen.		
339	item185	Stone to Flesh	100	Sscroll	Misc	S40	1	2	2	Spell Scroll	77	0	0	0	0	0	2	2	0	0	0	A spell scroll.  To cast this spell, pick the scroll up and left-click over the picture of your character in the inventory screen.		
340	item186	Rock Blast	150	Sscroll	Misc	S41	1	2	5	Spell Scroll	77	0	0	0	0	0	0	2	1	0	0	A spell scroll.  To cast this spell, pick the scroll up and left-click over the picture of your character in the inventory screen.		
341	item186	Telekinesis	200	Sscroll	Misc	S42	1	2	5	Spell Scroll	77	0	0	0	0	0	0	2	1	0	0	A spell scroll.  To cast this spell, pick the scroll up and left-click over the picture of your character in the inventory screen.		
342	item186	Death Blossom	300	Sscroll	Misc	S43	1	2	5	Spell Scroll	77	0	0	0	0	0	0	2	1	0	0	A spell scroll.  To cast this spell, pick the scroll up and left-click over the picture of your character in the inventory screen.		
343	item183	Mass Distortion	500	Sscroll	Misc	S44	1	2	10	Spell Scroll	77	0	0	0	0	0	0	0	1	1	0	A spell scroll.  To cast this spell, pick the scroll up and left-click over the picture of your character in the inventory screen.		
344	item184	Detect Life	10	Sscroll	Misc	S45	1	2	1	Spell Scroll	77	0	0	0	0	2	2	0	0	0	0	A spell scroll.  To cast this spell, pick the scroll up and left-click over the picture of your character in the inventory screen.		
345	item184	Bless	20	Sscroll	Misc	S46	1	2	1	Spell Scroll	77	0	0	0	0	2	2	0	0	0	0	A spell scroll.  To cast this spell, pick the scroll up and left-click over the picture of your character in the inventory screen.		
346	item184	Fate	30	Sscroll	Misc	S47	1	2	1	Spell Scroll	77	0	0	0	0	2	2	0	0	0	0	A spell scroll.  To cast this spell, pick the scroll up and left-click over the picture of your character in the inventory screen.		
347	item184	Turn Undead	40	Sscroll	Misc	S48	1	2	1	Spell Scroll	77	0	0	0	0	2	2	0	0	0	0	A spell scroll.  To cast this spell, pick the scroll up and left-click over the picture of your character in the inventory screen.		
348	item185	Remove Curse	50	Sscroll	Misc	S49	1	2	2	Spell Scroll	77	0	0	0	0	0	2	2	0	0	0	A spell scroll.  To cast this spell, pick the scroll up and left-click over the picture of your character in the inventory screen.		
349	item185	Preservation	75	Sscroll	Misc	S50	1	2	2	Spell Scroll	77	0	0	0	0	0	2	2	0	0	0	A spell scroll.  To cast this spell, pick the scroll up and left-click over the picture of your character in the inventory screen.		
350	item185	Heroism	100	Sscroll	Misc	S51	1	2	2	Spell Scroll	77	0	0	0	0	0	2	2	0	0	0	A spell scroll.  To cast this spell, pick the scroll up and left-click over the picture of your character in the inventory screen.		
351	item186	Spirit Lash	150	Sscroll	Misc	S52	1	2	5	Spell Scroll	77	0	0	0	0	0	0	2	1	0	0	A spell scroll.  To cast this spell, pick the scroll up and left-click over the picture of your character in the inventory screen.		
352	item186	Raise Dead	200	Sscroll	Misc	S53	1	2	5	Spell Scroll	77	0	0	0	0	0	0	2	1	0	0	A spell scroll.  To cast this spell, pick the scroll up and left-click over the picture of your character in the inventory screen.		
353	item186	Shared Life	300	Sscroll	Misc	S54	1	2	5	Spell Scroll	77	0	0	0	0	0	0	2	1	0	0	A spell scroll.  To cast this spell, pick the scroll up and left-click over the picture of your character in the inventory screen.		
354	item183	Resurrection	500	Sscroll	Misc	S55	1	2	10	Spell Scroll	77	0	0	0	0	0	0	0	1	1	0	A spell scroll.  To cast this spell, pick the scroll up and left-click over the picture of your character in the inventory screen.		
355	item184	Remove Fear	10	Sscroll	Misc	S56	1	2	1	Spell Scroll	77	0	0	0	0	2	2	0	0	0	0	A spell scroll.  To cast this spell, pick the scroll up and left-click over the picture of your character in the inventory screen.		
356	item184	Mind Blast	20	Sscroll	Misc	S57	1	2	1	Spell Scroll	77	0	0	0	0	2	2	0	0	0	0	A spell scroll.  To cast this spell, pick the scroll up and left-click over the picture of your character in the inventory screen.		
357	item184	Mind Resistance	30	Sscroll	Misc	S58	1	2	1	Spell Scroll	77	0	0	0	0	2	2	0	0	0	0	A spell scroll.  To cast this spell, pick the scroll up and left-click over the picture of your character in the inventory screen.		
358	item184	Telepathy	40	Sscroll	Misc	S59	1	2	1	Spell Scroll	77	0	0	0	0	2	2	0	0	0	0	A spell scroll.  To cast this spell, pick the scroll up and left-click over the picture of your character in the inventory screen.		
359	item185	Charm	50	Sscroll	Misc	S60	1	2	2	Spell Scroll	77	0	0	0	0	0	2	2	0	0	0	A spell scroll.  To cast this spell, pick the scroll up and left-click over the picture of your character in the inventory screen.		
360	item185	Cure Paralysis	75	Sscroll	Misc	S61	1	2	2	Spell Scroll	77	0	0	0	0	0	2	2	0	0	0	A spell scroll.  To cast this spell, pick the scroll up and left-click over the picture of your character in the inventory screen.		
361	item185	Berserk	100	Sscroll	Misc	S62	1	2	2	Spell Scroll	77	0	0	0	0	0	2	2	0	0	0	A spell scroll.  To cast this spell, pick the scroll up and left-click over the picture of your character in the inventory screen.		
362	item186	Mass Fear	150	Sscroll	Misc	S63	1	2	5	Spell Scroll	77	0	0	0	0	0	0	2	1	0	0	A spell scroll.  To cast this spell, pick the scroll up and left-click over the picture of your character in the inventory screen.		
363	item186	Cure Insanity	200	Sscroll	Misc	S64	1	2	5	Spell Scroll	77	0	0	0	0	0	0	2	1	0	0	A spell scroll.  To cast this spell, pick the scroll up and left-click over the picture of your character in the inventory screen.		
364	item186	Psychic Shock	300	Sscroll	Misc	S65	1	2	5	Spell Scroll	77	0	0	0	0	0	0	2	1	0	0	A spell scroll.  To cast this spell, pick the scroll up and left-click over the picture of your character in the inventory screen.		
365	item183	Enslave	500	Sscroll	Misc	S66	1	2	10	Spell Scroll	77	0	0	0	0	0	0	0	1	1	0	A spell scroll.  To cast this spell, pick the scroll up and left-click over the picture of your character in the inventory screen.		
366	item184	Cure Weakness	10	Sscroll	Misc	S67	1	2	1	Spell Scroll	77	0	0	0	0	2	2	0	0	0	0	A spell scroll.  To cast this spell, pick the scroll up and left-click over the picture of your character in the inventory screen.		
367	item184	Heal	20	Sscroll	Misc	S68	1	2	1	Spell Scroll	77	0	0	0	0	2	2	0	0	0	0	A spell scroll.  To cast this spell, pick the scroll up and left-click over the picture of your character in the inventory screen.		
368	item184	Body Resistance	30	Sscroll	Misc	S69	1	2	1	Spell Scroll	77	0	0	0	0	2	2	0	0	0	0	A spell scroll.  To cast this spell, pick the scroll up and left-click over the picture of your character in the inventory screen.		
369	item184	Harm	40	Sscroll	Misc	S70	1	2	1	Spell Scroll	77	0	0	0	0	2	2	0	0	0	0	A spell scroll.  To cast this spell, pick the scroll up and left-click over the picture of your character in the inventory screen.		
370	item185	Regeneration	50	Sscroll	Misc	S71	1	2	2	Spell Scroll	77	0	0	0	0	0	2	2	0	0	0	A spell scroll.  To cast this spell, pick the scroll up and left-click over the picture of your character in the inventory screen.		
371	item185	Cure Poison	75	Sscroll	Misc	S72	1	2	2	Spell Scroll	77	0	0	0	0	0	2	2	0	0	0	A spell scroll.  To cast this spell, pick the scroll up and left-click over the picture of your character in the inventory screen.		
372	item185	Hammerhands	100	Sscroll	Misc	S73	1	2	2	Spell Scroll	77	0	0	0	0	0	2	2	0	0	0	A spell scroll.  To cast this spell, pick the scroll up and left-click over the picture of your character in the inventory screen.		
373	item186	Cure Disease	150	Sscroll	Misc	S74	1	2	5	Spell Scroll	77	0	0	0	0	0	0	2	1	0	0	A spell scroll.  To cast this spell, pick the scroll up and left-click over the picture of your character in the inventory screen.		
374	item186	Protection from Magic	200	Sscroll	Misc	S75	1	2	5	Spell Scroll	77	0	0	0	0	0	0	2	1	0	0	A spell scroll.  To cast this spell, pick the scroll up and left-click over the picture of your character in the inventory screen.		
375	item186	Flying Fist	300	Sscroll	Misc	S76	1	2	5	Spell Scroll	77	0	0	0	0	0	0	2	1	0	0	A spell scroll.  To cast this spell, pick the scroll up and left-click over the picture of your character in the inventory screen.		
376	item183	Power Cure	500	Sscroll	Misc	S77	1	2	10	Spell Scroll	77	0	0	0	0	0	0	0	1	1	0	A spell scroll.  To cast this spell, pick the scroll up and left-click over the picture of your character in the inventory screen.		
377	item184	Light Bolt	100	Sscroll	Misc	S78	1	2	1	Spell Scroll	77	0	0	0	0	0	0	1	2	0	0	A spell scroll.  To cast this spell, pick the scroll up and left-click over the picture of your character in the inventory screen.		
378	item184	Destroy Undead	150	Sscroll	Misc	S79	1	2	1	Spell Scroll	77	0	0	0	0	0	0	1	2	0	0	A spell scroll.  To cast this spell, pick the scroll up and left-click over the picture of your character in the inventory screen.		
379	item184	Dispel Magic	200	Sscroll	Misc	S80	1	2	1	Spell Scroll	77	0	0	0	0	0	0	1	2	0	0	A spell scroll.  To cast this spell, pick the scroll up and left-click over the picture of your character in the inventory screen.		
380	item184	Paralyze	250	Sscroll	Misc	S81	1	2	1	Spell Scroll	77	0	0	0	0	0	0	1	2	0	0	A spell scroll.  To cast this spell, pick the scroll up and left-click over the picture of your character in the inventory screen.		
381	item185	Summon Elemental	300	Sscroll	Misc	S82	1	2	2	Spell Scroll	77	0	0	0	0	0	0	0	2	1	0	A spell scroll.  To cast this spell, pick the scroll up and left-click over the picture of your character in the inventory screen.		
382	item185	Day of the Gods	350	Sscroll	Misc	S83	1	2	2	Spell Scroll	77	0	0	0	0	0	0	0	2	1	0	A spell scroll.  To cast this spell, pick the scroll up and left-click over the picture of your character in the inventory screen.		
383	item185	Prismatic Light	400	Sscroll	Misc	S84	1	2	2	Spell Scroll	77	0	0	0	0	0	0	0	2	1	0	A spell scroll.  To cast this spell, pick the scroll up and left-click over the picture of your character in the inventory screen.		
384	item186	Day of Protection	500	Sscroll	Misc	S85	1	2	5	Spell Scroll	77	0	0	0	0	0	0	0	0	2	1	A spell scroll.  To cast this spell, pick the scroll up and left-click over the picture of your character in the inventory screen.		
385	item186	Hour of Power	600	Sscroll	Misc	S86	1	2	5	Spell Scroll	77	0	0	0	0	0	0	0	0	2	1	A spell scroll.  To cast this spell, pick the scroll up and left-click over the picture of your character in the inventory screen.		
386	item186	Sunray	750	Sscroll	Misc	S87	1	2	5	Spell Scroll	77	0	0	0	0	0	0	0	0	2	1	A spell scroll.  To cast this spell, pick the scroll up and left-click over the picture of your character in the inventory screen.		
387	item183	Divine Intervention	1000	Sscroll	Misc	S88	1	2	10	Spell Scroll	77	0	0	0	0	0	0	0	0	0	2	A spell scroll.  To cast this spell, pick the scroll up and left-click over the picture of your character in the inventory screen.		
388	item184	Reanimate	100	Sscroll	Misc	S89	1	2	1	Spell Scroll	77	0	0	0	0	0	0	1	2	0	0	A spell scroll.  To cast this spell, pick the scroll up and left-click over the picture of your character in the inventory screen.		
389	item184	Toxic Cloud	150	Sscroll	Misc	S90	1	2	1	Spell Scroll	77	0	0	0	0	0	0	1	2	0	0	A spell scroll.  To cast this spell, pick the scroll up and left-click over the picture of your character in the inventory screen.		
390	item184	Vampiric Weapon	200	Sscroll	Misc	S91	1	2	1	Spell Scroll	77	0	0	0	0	0	0	1	2	0	0	A spell scroll.  To cast this spell, pick the scroll up and left-click over the picture of your character in the inventory screen.		
391	item184	Shrinking Ray	250	Sscroll	Misc	S92	1	2	1	Spell Scroll	77	0	0	0	0	0	0	1	2	0	0	A spell scroll.  To cast this spell, pick the scroll up and left-click over the picture of your character in the inventory screen.		
